Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2016:4, 3380.05, 10213.87, 0, 6.493181, 0.7780077, 13.52063, 0, 68.30843, 2.63735, 8.262399, 17.92206, 28.10734, 3.655312, 59.32152, 865.3738, 944.0689, 1292.666, 24.81016, 0.2410044, 0.2870436, 2123.651, 0.6282898, 3.021812, 3.266621, 0.9620256, -0.6106324, 0.1510923, 0.1615805, 0.1582183, 
2016:5, 3292.524, 9950.016, 0, 6.498801, 0.837625, 13.47082, 0, 68.14127, 2.848592, 8.2029, 16.9829, 27.15099, 3.705439, 64.02158, 824.5435, 812.6696, 1144.354, 24.96799, 0.2378919, 0.2876863, 2070.324, 0.6287954, 3.022002, 3.231748, 0.9620412, -0.6008703, 0.1478436, 0.1582469, 0.154905, 
2016:6, 3265.321, 9860.836, 0, 6.493428, 0.838515, 13.46635, 0, 68.17959, 2.876234, 8.14589, 16.96832, 27.1799, 3.724718, 64.10007, 812.5625, 874.3153, 1201.258, 24.77558, 0.2339661, 0.2873711, 2050.885, 0.6280808, 3.019867, 3.225635, 0.9601434, -0.6091369, 0.146945, 0.1573021, 0.153975, 
2016:7, 3245.639, 9793.799, 0, 6.461548, 0.8165377, 13.49076, 0, 68.30592, 2.844484, 8.080736, 17.32709, 27.56639, 3.739985, 62.41203, 805.4094, 871.4287, 1195.604, 24.20844, 0.2310612, 0.2867398, 2034.059, 0.6267052, 3.017525, 3.228215, 0.9576658, -0.614035, 0.1464083, 0.156732, 0.1534161, 
2016:8, 3181.772, 9597.1, 0, 6.33458, 0.7114082, 13.61257, 0, 68.76485, 2.648257, 7.928309, 19.26577, 29.44268, 3.788437, 54.49691, 785.3672, 825.0934, 1141.05, 22.11765, 0.2252104, 0.2846566, 1982.623, 0.623119, 3.016275, 3.282763, 0.9511741, -0.6531138, 0.1447063, 0.1549647, 0.1516673, 
2016:9, 2983.987, 8993.285, 0, 6.204103, 0.6676657, 13.68377, 0, 69.02959, 2.726467, 7.688399, 20.24755, 30.24021, 3.944834, 51.74072, 704.6882, 624.4362, 906.7913, 20.17193, 0.2169533, 0.2831611, 1848.618, 0.6195129, 3.013849, 3.315006, 0.9442287, -0.7019073, 0.1372416, 0.1472235, 0.1439988, 
2016:10, 2757.189, 8282.219, 0, 6.121524, 0.7352198, 13.57191, 0, 68.91882, 3.205416, 7.447099, 18.67473, 28.35286, 4.16855, 58.17786, 603.2485, 492.6641, 732.9063, 19.47925, 0.2084503, 0.2834095, 1691.946, 0.6136487, 3.003863, 3.268042, 0.9461828, -0.7229145, 0.1265741, 0.136008, 0.1329392, 
2016:11, 2596.246, 7749.09, 0, 6.044629, 0.6848355, 13.59468, 0, 69.19817, 3.307084, 7.170585, 19.36274, 28.81196, 4.385317, 55.26815, 536.7634, 511.6424, 724.5118, 17.9512, 0.1970316, 0.281289, 1574.936, 0.6066206, 2.984729, 3.295021, 0.9377255, -0.7891712, 0.1186978, 0.1276131, 0.1247005, 
2016:12, 2430.629, 7183.18, 0, 5.961301, 0.6722069, 13.55084, 0, 69.35332, 3.588529, 6.873804, 19.15963, 28.00033, 4.660409, 55.79221, 465.7561, 420.7116, 604.2799, 16.75265, 0.1845791, 0.2798542, 1449.878, 0.5965032, 2.955277, 3.298455, 0.9314363, -0.8594029, 0.1091895, 0.1173783, 0.1146884, 
2017:1, 2292.467, 6693.265, 0, 5.944546, 0.7186264, 13.3536, 0, 69.25397, 4.117603, 6.611654, 17.51798, 25.42331, 4.943859, 61.55008, 402.1498, 373.5061, 530.9517, 16.33638, 0.2010023, 0.279867, 1339.775, 0.5844252, 2.919678, 3.255881, 0.9321538, -0.7961141, 0.09963994, 0.1069875, 0.1045612, 
2017:2, 2202.317, 6352.809, 0, 5.893529, 0.6601793, 13.34226, 0, 69.59384, 4.161872, 6.348324, 18.17017, 25.77857, 5.200837, 57.92513, 365.5292, 399.476, 542.1033, 15.19079, 0.1867364, 0.2772259, 1263.953, 0.5739197, 2.884603, 3.285244, 0.9221367, -0.8850089, 0.09370945, 0.1005018, 0.09825377, 
2017:3, 2107.541, 5987.102, 0, 5.83686, 0.6431364, 13.2432, 0, 69.78317, 4.430511, 6.063115, 17.91624, 24.63574, 5.505994, 58.25988, 324.5123, 336.4707, 462.3869, 14.34386, 0.1727687, 0.2757129, 1180.848, 0.5602964, 2.840799, 3.291035, 0.9153101, -0.971409, 0.08643443, 0.09249226, 0.0904804, 
2017:4, 2055.911, 5772.94, 0, 6.173146, 0.8591886, 12.64584, 0, 68.74854, 5.630389, 5.942897, 13.08274, 18.17409, 5.60479, 79.33233, 287.4809, 308.1755, 419.1623, 16.50437, 0.1621342, 0.281417, 1136.009, 0.5525576, 2.807971, 3.160848, 0.9272188, -0.9621449, 0.07940997, 0.08471946, 0.08295055, 
2017:5, 2180.472, 6214.547, 0, 6.747516, 1.101638, 12.42297, 0, 67.59341, 5.912096, 6.22238, 10.47617, 16.94533, 5.153159, 96.3968, 326.7364, 565.3321, 693.5792, 22.44142, 0.1595055, 0.2867265, 1259.82, 0.577774, 2.850092, 3.076402, 0.9067816, -0.9374406, 0.08775529, 0.09407815, 0.0919894, 
2017:6, 2721.317, 7991.191, 0, 6.805952, 1.068073, 13.12001, 0, 67.90678, 4.182934, 6.916261, 12.76202, 23.24324, 4.228182, 82.88416, 560.7299, 1187.393, 1414.265, 25.58867, 0.161769, 0.2842283, 1677.673, 0.6164931, 2.936516, 3.118201, 0.9021577, -0.9630344, 0.1237842, 0.1328965, 0.1299638, 
2017:7, 3327.136, 9761.438, 0, 6.957316, 1.045149, 13.44661, 0, 67.85817, 3.275733, 7.417016, 13.97647, 24.90507, 3.708346, 77.31334, 819.8889, 1391.138, 1726.672, 28.763, 0.1670082, 0.2850509, 2093.738, 0.6292914, 2.933886, 3.135526, 0.8922603, -0.9532844, 0.1497426, 0.1596635, 0.1565223, 
2017:8, 3893.508, 11326.83, 0, 6.963199, 0.9493121, 13.64402, 0, 68.04887, 2.635454, 7.759142, 15.60562, 25.92566, 3.429748, 69.54259, 1065.674, 1575.706, 2013.974, 30.10259, 0.1726701, 0.2853889, 2441.673, 0.6271139, 2.909159, 3.170329, 0.8874365, -0.9451149, 0.1668591, 0.1768319, 0.1737056, 
2017:9, 4240.108, 12283.83, 0, 6.830533, 0.8266687, 13.76776, 0, 68.41365, 2.223737, 7.937668, 17.57341, 27.1465, 3.306851, 60.83734, 1221.382, 1532.331, 2035.185, 29.28589, 0.1753515, 0.2853073, 2631.805, 0.620693, 2.897055, 3.223393, 0.8855231, -0.9652892, 0.175118, 0.1850431, 0.1819437, 
2017:10, 4286.907, 12432.65, 0, 6.825729, 0.8659871, 13.75822, 0, 68.2215, 2.270698, 8.057863, 17.2669, 26.63459, 3.286798, 63.90172, 1240.379, 1289.793, 1799.876, 30.07389, 0.1762736, 0.2866358, 2666.797, 0.6220795, 2.900146, 3.216037, 0.8833519, -0.9666275, 0.1757029, 0.1857306, 0.182595, 
2017:11, 4328.909, 12578.86, 0, 6.718578, 0.802066, 13.79824, 0, 68.44646, 2.13651, 8.098146, 18.40261, 27.49912, 3.271775, 59.38453, 1263.722, 1340.984, 1860.22, 29.04403, 0.1743488, 0.2865358, 2681.674, 0.6194803, 2.905781, 3.253135, 0.8809996, -1.005987, 0.1765529, 0.1866474, 0.1834887, 
2017:12, 4215.075, 12314.64, 0, 6.577579, 0.7357261, 13.84129, 0, 68.72146, 2.059981, 8.06396, 19.72505, 28.68655, 3.302191, 54.55855, 1221.889, 1170.628, 1671.619, 27.04059, 0.1698651, 0.2861071, 2605.113, 0.6180466, 2.921571, 3.298701, 0.8780783, -1.063159, 0.1741392, 0.1843752, 0.1811628, 
